window,overbought,oversold,sharpe_ratio,annual_return,max_drawdown,calmar_ratio
29,50,50,0.26,0.02,0.5635430043116292,0.04
29,55,45,0.26,0.02,0.8433925591501004,0.02
29,60,40,0.2,0.02,1.273193477689786,0.02
29,65,35,0.22,0.03,1.0894600281979558,0.03
29,70,30,0.22,0.03,1.1735922999478818,0.03
29,75,25,0.2,0.02,1.2554368424620987,0.02
29,80,20,0.21,0.03,1.3246989402683975,0.02
29,85,15,0.22,0.03,1.3295193414280404,0.02
29,90,10,0.22,0.03,1.2771920142957627,0.02
29,95,5,0.22,0.03,1.2771920142957627,0.02
30,10,90,0.07,0.0,0.007284041262097474,0.0
30,15,85,-0.03,-0.0,0.11806509329141257,-0.0
30,20,80,-0.08,-0.0,0.18079860161195738,-0.0
30,25,75,0.18,0.0,0.117740180217909,0.0
30,30,70,0.37,0.01,0.11685406905921081,0.09
30,35,65,0.33,0.02,0.2276256113107824,0.09
30,40,60,0.27,0.02,0.3356546904710995,0.06
30,45,55,0.22,0.02,0.5463803833098604,0.04
30,50,50,0.26,0.02,0.5798466768464572,0.03
30,55,45,0.26,0.02,0.8276578507190473,0.02
30,60,40,0.21,0.02,1.1289777964666732,0.02
30,65,35,0.23,0.03,1.0857959909366044,0.03
30,70,30,0.22,0.03,1.2650669143884867,0.02
30,75,25,0.21,0.03,1.1269722798080133,0.03
30,80,20,0.22,0.03,1.3070169947141976,0.02
30,85,15,0.22,0.03,1.3072813915400072,0.02
30,90,10,0.22,0.03,1.2771920142957627,0.02
30,95,5,0.22,0.03,1.2771920142957627,0.02
31,10,90,0.08,0.0,0.007284041262097474,0.0
31,15,85,-0.05,-0.0,0.08096772402022723,-0.0
31,20,80,-0.08,-0.0,0.1561435189452195,-0.0
31,25,75,0.16,0.0,0.13602363016825225,0.0
31,30,70,0.4,0.01,0.13088866437891,0.08
31,35,65,0.38,0.02,0.16931918120344924,0.12
31,40,60,0.24,0.01,0.3682239691268778,0.03
31,45,55,0.26,0.02,0.51746619803376,0.04
31,50,50,0.27,0.02,0.8189942155749286,0.02
31,55,45,0.26,0.03,0.8873589356162119,0.03
31,60,40,0.18,0.02,1.2539505366061716,0.02
31,65,35,0.24,0.03,1.0579940072374505,0.03
31,70,30,0.22,0.03,1.2141689455456925,0.02
31,75,25,0.2,0.02,1.2136620187517995,0.02
31,80,20,0.21,0.03,1.3350301602428463,0.02
31,85,15,0.22,0.03,1.2677151678581073,0.02
31,90,10,0.22,0.03,1.2771920142957636,0.02
31,95,5,0.22,0.03,1.2771920142957636,0.02
32,10,90,0.09,0.0,0.009626674697458815,0.0
32,15,85,-0.03,-0.0,0.0786005355131617,-0.0
32,20,80,-0.08,-0.0,0.1929005766348758,-0.0
32,25,75,0.16,0.0,0.16862446927082209,0.0
32,30,70,0.34,0.01,0.18707202840864312,0.05
32,35,65,0.26,0.01,0.21548953280201755,0.05
32,40,60,0.27,0.02,0.3236364217582228,0.06
32,45,55,0.21,0.02,0.5011592449632037,0.04
32,50,50,0.28,0.02,0.6130263651408054,0.03
32,55,45,0.26,0.02,0.8221561633738319,0.02
32,60,40,0.21,0.02,1.1586908559247973,0.02
32,65,35,0.21,0.02,1.197821514203522,0.02
32,70,30,0.21,0.03,1.1498852914746411,0.03
32,75,25,0.21,0.03,1.1612867614131748,0.03
32,80,20,0.21,0.03,1.3728247827623106,0.02
32,85,15,0.22,0.03,1.2981747573108828,0.02
32,90,10,0.22,0.03,1.2771920142957636,0.02
32,95,5,0.22,0.03,1.2771920142957636,0.02
33,10,90,0.06,0.0,0.009205593452027538,0.0
33,15,85,0.02,0.0,0.04133471868837835,0.0
33,20,80,-0.03,-0.0,0.1524222312890925,-0.0
33,25,75,0.09,0.0,0.24643567022422252,0.0
33,30,70,0.29,0.01,0.12142110256873284,0.08
33,35,65,0.25,0.01,0.32865137965543445,0.03
33,40,60,0.19,0.01,0.45712092258928494,0.02
33,45,55,0.19,0.01,0.48049492089798174,0.02
33,50,50,0.27,0.02,0.7182604913782054,0.03
33,55,45,0.25,0.02,0.978675611852247,0.02
33,60,40,0.21,0.02,1.0917393688499024,0.02
33,65,35,0.23,0.03,1.040026401257683,0.03
33,70,30,0.22,0.03,1.1220900741578181,0.03
33,75,25,0.19,0.02,1.2447282677885185,0.02
33,80,20,0.21,0.03,1.3775039117895886,0.02
33,85,15,0.22,0.03,1.2748144200217717,0.02
33,90,10,0.22,0.03,1.2771920142957591,0.02
33,95,5,0.22,0.03,1.2771920142957591,0.02
34,10,90,0.08,0.0,0.005323098060557974,0.0
34,15,85,-0.1,-0.0,0.06759935353529711,-0.0
34,20,80,-0.13,-0.0,0.24751693832913668,-0.0
34,25,75,0.02,0.0,0.2431835247729146,0.0
34,30,70,0.3,0.01,0.22291900621101324,0.04
34,35,65,0.25,0.01,0.24643448992231698,0.04
34,40,60,0.26,0.01,0.31075981031395905,0.03
34,45,55,0.27,0.02,0.4293300297497673,0.05
34,50,50,0.32,0.03,0.7037549921439719,0.04
34,55,45,0.25,0.02,0.8436236131781398,0.02
34,60,40,0.21,0.02,1.1161256523817475,0.02
34,65,35,0.27,0.03,1.118315759293369,0.03
34,70,30,0.22,0.03,1.1997470141266313,0.03
34,75,25,0.19,0.02,1.2884900150344853,0.02
34,80,20,0.22,0.03,1.3618248034436329,0.02
34,85,15,0.22,0.03,1.2783231845913483,0.02
34,90,10,0.22,0.03,1.2771920142957582,0.02
34,95,5,0.22,0.03,1.2771920142957582,0.02
35,10,90,-0.01,-0.0,0.005323098060557974,-0.0
35,15,85,-0.11,-0.0,0.10610756689474421,-0.0
35,20,80,-0.14,-0.0,0.2362297496875242,-0.0
35,25,75,0.01,0.0,0.21736904437171412,0.0
35,30,70,0.33,0.01,0.1258072403923537,0.08
35,35,65,0.26,0.01,0.23012356478698592,0.04
35,40,60,0.25,0.01,0.2848565301061088,0.04
35,45,55,0.27,0.02,0.39999902763421047,0.05
35,50,50,0.31,0.03,0.5674038276284956,0.05
35,55,45,0.27,0.03,0.9938209852404534,0.03
35,60,40,0.21,0.02,1.2888439896133947,0.02
35,65,35,0.25,0.03,1.0573483285531222,0.03
35,70,30,0.2,0.02,1.1418268201367794,0.02
35,75,25,0.2,0.03,1.2671458220629424,0.02
35,80,20,0.21,0.03,1.4102408668510087,0.02
35,85,15,0.22,0.03,1.2783231845913519,0.02
35,90,10,0.22,0.03,1.2771920142957618,0.02
35,95,5,0.22,0.03,1.2771920142957618,0.02
36,10,90,-0.0,-0.0,0.005323098060557974,-0.0
36,15,85,-0.08,-0.0,0.08774673175418923,-0.0
36,20,80,-0.1,-0.0,0.20275244476576448,-0.0
36,25,75,0.07,0.0,0.18048753482249502,0.0
36,30,70,0.34,0.01,0.14210758266105417,0.07
36,35,65,0.24,0.01,0.292482248572594,0.03
36,40,60,0.22,0.01,0.40805826915573107,0.02
36,45,55,0.29,0.02,0.37895187097632577,0.05
36,50,50,0.33,0.03,0.48663379827344055,0.06
36,55,45,0.24,0.02,1.0188677466880858,0.02
36,60,40,0.26,0.03,0.8035763073020363,0.04
36,65,35,0.24,0.03,1.1109499611140852,0.03
36,70,30,0.21,0.03,1.1965828859704732,0.03
36,75,25,0.2,0.02,1.374887305926832,0.01
36,80,20,0.21,0.03,1.3619109175679327,0.02
36,85,15,0.22,0.03,1.286171919519803,0.02
36,90,10,0.22,0.03,1.27719201429576,0.02
36,95,5,0.22,0.03,1.27719201429576,0.02
37,10,90,-0.1,-0.0,0.0059191618605637375,-0.0
37,15,85,-0.09,-0.0,0.07019609801669158,-0.0
37,20,80,-0.07,-0.0,0.15993913775199253,-0.0
37,25,75,0.09,0.0,0.19949955032883637,0.0
37,30,70,0.27,0.01,0.17800818024719878,0.06
37,35,65,0.3,0.01,0.2556846762708098,0.04
37,40,60,0.28,0.02,0.30653084684326304,0.07
37,45,55,0.27,0.02,0.43063359232888776,0.05
37,50,50,0.34,0.03,0.5294428533202606,0.06
37,55,45,0.27,0.03,0.883108573292982,0.03
37,60,40,0.27,0.03,0.8420371990840863,0.04
37,65,35,0.23,0.03,1.0227729027968882,0.03
37,70,30,0.22,0.03,1.1261225949776765,0.03
37,75,25,0.2,0.02,1.3648895302127069,0.01
37,80,20,0.21,0.03,1.4222970411382287,0.02
37,85,15,0.22,0.03,1.2771920142957627,0.02
37,90,10,0.22,0.03,1.2771920142957627,0.02
37,95,5,0.22,0.03,1.2771920142957627,0.02
38,10,90,-0.13,-0.0,0.007009917285159317,-0.0
38,15,85,-0.06,-0.0,0.055366068625896436,-0.0
38,20,80,-0.07,-0.0,0.15284836666498436,-0.0
38,25,75,0.07,0.0,0.21247884898103464,0.0
38,30,70,0.22,0.01,0.2431586148189725,0.04
38,35,65,0.32,0.01,0.22629435570198397,0.04
38,40,60,0.3,0.02,0.3103036361742293,0.06
38,45,55,0.28,0.02,0.427556333800734,0.05
38,50,50,0.35,0.03,0.6010648405143866,0.05
38,55,45,0.28,0.03,0.8684528731768775,0.03
38,60,40,0.23,0.02,0.8976077278142196,0.02
38,65,35,0.22,0.03,1.1337591800576519,0.03
38,70,30,0.22,0.03,1.1000084355820157,0.03
38,75,25,0.21,0.03,1.30043483735147,0.02
38,80,20,0.21,0.03,1.3388222850603482,0.02
38,85,15,0.22,0.03,1.2861719195198047,0.02
38,90,10,0.22,0.03,1.2771920142957618,0.02
38,95,5,0.22,0.03,1.2771920142957618,0.02
39,10,90,0.1,0.0,0.0,0.0
39,15,85,-0.07,-0.0,0.06183666476004024,-0.0
39,20,80,-0.06,-0.0,0.14536186380782334,-0.0
39,25,75,0.01,0.0,0.25851075422472836,0.0
39,30,70,0.25,0.01,0.3446069669750558,0.03
39,35,65,0.35,0.02,0.21275187579062915,0.09
39,40,60,0.31,0.02,0.27514398350745006,0.07
39,45,55,0.27,0.02,0.4746391574734379,0.04
39,50,50,0.3,0.02,0.7216733986742017,0.03
39,55,45,0.27,0.03,0.7873091507483325,0.04
39,60,40,0.24,0.03,1.1166066417317975,0.03
39,65,35,0.24,0.03,1.0201558527828682,0.03
39,70,30,0.21,0.03,1.118774929098223,0.03
39,75,25,0.21,0.03,1.3362016869012088,0.02
39,80,20,0.21,0.03,1.3210084036642402,0.02
39,85,15,0.22,0.03,1.27719201429576,0.02
39,90,10,0.22,0.03,1.27719201429576,0.02
39,95,5,0.22,0.03,1.27719201429576,0.02
40,10,90,0.1,0.0,0.0,0.0
40,15,85,-0.11,-0.0,0.08313555472058232,-0.0
40,20,80,-0.05,-0.0,0.14334558433859346,-0.0
40,25,75,0.05,0.0,0.15620937757192688,0.0
40,30,70,0.29,0.01,0.1761592039314963,0.06
40,35,65,0.39,0.02,0.22344748786765578,0.09
40,40,60,0.27,0.01,0.3158405432111957,0.03
40,45,55,0.28,0.02,0.440570774483082,0.05
40,50,50,0.31,0.03,0.5866547550797838,0.05
40,55,45,0.25,0.02,0.7310255365928451,0.03
40,60,40,0.25,0.03,0.9720569906920171,0.03
40,65,35,0.23,0.03,1.170302533269142,0.03
40,70,30,0.2,0.02,1.2085094462212216,0.02
40,75,25,0.21,0.03,1.2996951894015583,0.02
40,80,20,0.21,0.03,1.3092843468573014,0.02
40,85,15,0.22,0.03,1.27719201429576,0.02
40,90,10,0.22,0.03,1.27719201429576,0.02
40,95,5,0.22,0.03,1.27719201429576,0.02
41,10,90,-0.1,-0.0,0.004973387579557009,-0.0
41,15,85,-0.01,-0.0,0.03153089832160316,-0.0
41,20,80,-0.07,-0.0,0.16905655150904964,-0.0
41,25,75,0.02,0.0,0.229825204516243,0.0
41,30,70,0.18,0.01,0.2838030039555275,0.04
41,35,65,0.37,0.02,0.1891803908848686,0.11
41,40,60,0.34,0.02,0.26053141563913007,0.08
41,45,55,0.29,0.02,0.4339722967470325,0.05
41,50,50,0.27,0.02,0.6085287104237449,0.03
41,55,45,0.29,0.03,0.7786198142315075,0.04
41,60,40,0.21,0.02,1.2198668544201292,0.02
41,65,35,0.24,0.03,1.149197844975031,0.03
41,70,30,0.19,0.02,1.2366618838483348,0.02
41,75,25,0.21,0.03,1.3390186282336272,0.02
41,80,20,0.22,0.03,1.2968179906921207,0.02
41,85,15,0.22,0.03,1.2771920142957627,0.02
41,90,10,0.22,0.03,1.2771920142957627,0.02
41,95,5,0.22,0.03,1.2771920142957627,0.02
42,10,90,,0.0,0.0,0.0
42,15,85,-0.03,-0.0,0.038189035832202456,-0.0
42,20,80,-0.05,-0.0,0.13979580440592276,-0.0
42,25,75,0.01,0.0,0.24903008740617516,0.0
42,30,70,0.21,0.01,0.2722779187125961,0.04
42,35,65,0.38,0.02,0.14965505763921882,0.13
42,40,60,0.3,0.02,0.2461562774437447,0.08
42,45,55,0.33,0.02,0.4379443297849761,0.05
42,50,50,0.28,0.02,0.571438884581462,0.03
42,55,45,0.23,0.02,0.8059443245421773,0.02
42,60,40,0.22,0.02,1.0794130987458335,0.02
42,65,35,0.23,0.03,1.0673853813544685,0.03
42,70,30,0.2,0.02,1.2390560667608335,0.02
42,75,25,0.22,0.03,1.323937894855029,0.02
42,80,20,0.22,0.03,1.2748144200217708,0.02
42,85,15,0.22,0.03,1.2771920142957582,0.02
42,90,10,0.22,0.03,1.2771920142957582,0.02
42,95,5,0.22,0.03,1.2771920142957582,0.02
43,10,90,,0.0,0.0,0.0
43,15,85,0.07,0.0,0.014405217110172952,0.0
43,20,80,-0.08,-0.0,0.15547468755722804,-0.0
43,25,75,0.02,0.0,0.2294720327066685,0.0
43,30,70,0.23,0.01,0.302572452817644,0.03
43,35,65,0.28,0.01,0.3570304684699346,0.03
43,40,60,0.35,0.02,0.21586686690085444,0.09
43,45,55,0.35,0.02,0.2863936654869197,0.07
43,50,50,0.31,0.03,0.4026613989160044,0.07
43,55,45,0.27,0.03,0.7259659024050811,0.04
43,60,40,0.21,0.02,1.231480745484538,0.02
43,65,35,0.24,0.03,1.104674572695218,0.03
43,70,30,0.19,0.02,1.3600375558019282,0.01
43,75,25,0.22,0.03,1.3663194170210624,0.02
43,80,20,0.22,0.03,1.2946771412363964,0.02
43,85,15,0.22,0.03,1.2771920142957573,0.02
43,90,10,0.22,0.03,1.2771920142957573,0.02
43,95,5,0.22,0.03,1.2771920142957573,0.02
44,10,90,,0.0,0.0,0.0
44,15,85,0.07,0.0,0.012621396684073027,0.0
44,20,80,-0.07,-0.0,0.10535385612463222,-0.0
44,25,75,0.0,0.0,0.18568254511537907,0.0
44,30,70,0.22,0.01,0.34352516194087923,0.03
44,35,65,0.29,0.01,0.4015101492381703,0.02
44,40,60,0.33,0.02,0.3711469153510206,0.05
44,45,55,0.38,0.03,0.30240545812349295,0.1
44,50,50,0.3,0.03,0.4544561357389745,0.07
44,55,45,0.31,0.03,0.6838900781894455,0.04
44,60,40,0.25,0.03,0.9135887473656497,0.03
44,65,35,0.23,0.03,1.08026536635886,0.03
44,70,30,0.22,0.03,1.106455303796253,0.03
44,75,25,0.22,0.03,1.3360911441509753,0.02
44,80,20,0.22,0.03,1.2836998845624543,0.02
44,85,15,0.22,0.03,1.2771920142957636,0.02
44,90,10,0.22,0.03,1.2771920142957636,0.02
44,95,5,0.22,0.03,1.2771920142957636,0.02
45,10,90,,0.0,0.0,0.0
45,15,85,0.03,0.0,0.012248751868851993,0.0
45,20,80,0.08,0.0,0.058541900244102774,0.0
45,25,75,0.03,0.0,0.14728048857095688,0.0
45,30,70,0.25,0.01,0.29566914669172073,0.03
45,35,65,0.26,0.01,0.4220145251420132,0.02
45,40,60,0.38,0.02,0.29747657333886757,0.07
45,45,55,0.34,0.02,0.3018118426254821,0.07
45,50,50,0.28,0.02,0.4679601644390716,0.04
45,55,45,0.29,0.03,0.7163069496746353,0.04
45,60,40,0.25,0.03,1.1275828690500234,0.03
45,65,35,0.23,0.03,1.0391942178220228,0.03
45,70,30,0.21,0.03,1.2453889766235147,0.02
45,75,25,0.22,0.03,1.3004511786526711,0.02
45,80,20,0.22,0.03,1.2748144200217761,0.02
45,85,15,0.22,0.03,1.2771920142957636,0.02
45,90,10,0.22,0.03,1.2771920142957636,0.02
45,95,5,0.22,0.03,1.2771920142957636,0.02
46,10,90,,0.0,0.0,0.0
46,15,85,0.07,0.0,0.012248751868851993,0.0
46,20,80,-0.0,-0.0,0.0976456681547776,-0.0
46,25,75,0.07,0.0,0.10259072532541347,0.0
46,30,70,0.25,0.01,0.23550754812979446,0.04
46,35,65,0.29,0.01,0.3109506513242254,0.03
46,40,60,0.43,0.02,0.18044728838522217,0.11
46,45,55,0.35,0.02,0.3091918222382999,0.06
46,50,50,0.32,0.03,0.4987591092569428,0.06
46,55,45,0.28,0.03,0.8432774771746292,0.04
46,60,40,0.25,0.03,0.9357494602100411,0.03
46,65,35,0.25,0.03,0.9768224537495835,0.03
46,70,30,0.22,0.03,1.1787320718378607,0.03
46,75,25,0.22,0.03,1.3579016214160236,0.02
46,80,20,0.22,0.03,1.2783231845913483,0.02
46,85,15,0.22,0.03,1.2771920142957582,0.02
46,90,10,0.22,0.03,1.2771920142957582,0.02
46,95,5,0.22,0.03,1.2771920142957582,0.02
47,10,90,,0.0,0.0,0.0
47,15,85,0.03,0.0,0.013192013258816693,0.0
47,20,80,0.03,0.0,0.10225113135422548,0.0
47,25,75,0.02,0.0,0.19545191708676157,0.0
47,30,70,0.24,0.01,0.22330228544825703,0.04
47,35,65,0.31,0.01,0.35429688591339303,0.03
47,40,60,0.4,0.02,0.22712832051808984,0.09
47,45,55,0.34,0.02,0.28195474113107566,0.07
47,50,50,0.33,0.03,0.35553699072477984,0.08
47,55,45,0.31,0.03,0.7193139321185131,0.04
47,60,40,0.24,0.03,0.9131969803036348,0.03
47,65,35,0.24,0.03,0.9759537553873363,0.03
47,70,30,0.22,0.03,1.170813236152088,0.03
47,75,25,0.22,0.03,1.2987748615448074,0.02
47,80,20,0.22,0.03,1.2861719195198011,0.02
47,85,15,0.22,0.03,1.2771920142957582,0.02
47,90,10,0.22,0.03,1.2771920142957582,0.02
47,95,5,0.22,0.03,1.2771920142957582,0.02
48,10,90,,0.0,0.0,0.0
48,15,85,-0.11,-0.0,0.016941359141015022,-0.0
48,20,80,-0.01,-0.0,0.07967343229888746,-0.0
48,25,75,0.1,0.0,0.15035077962536048,0.0
48,30,70,0.21,0.01,0.21219624835629114,0.05
48,35,65,0.29,0.01,0.3456241208995501,0.03
48,40,60,0.39,0.02,0.2476453952963803,0.08
48,45,55,0.38,0.03,0.26507725641454183,0.11
48,50,50,0.29,0.02,0.4156846115316464,0.05
48,55,45,0.24,0.02,0.8457895168054554,0.02
48,60,40,0.22,0.02,0.951549733039053,0.02
48,65,35,0.21,0.03,1.1482099974856999,0.03
48,70,30,0.21,0.03,1.3301570778031868,0.02
48,75,25,0.22,0.03,1.295990027362821,0.02
48,80,20,0.22,0.03,1.2771920142957591,0.02
48,85,15,0.22,0.03,1.2771920142957591,0.02
48,90,10,0.22,0.03,1.2771920142957591,0.02
48,95,5,0.22,0.03,1.2771920142957591,0.02
49,10,90,,0.0,0.0,0.0
49,15,85,-0.02,-0.0,0.012248751868851993,-0.0
49,20,80,-0.04,-0.0,0.08791642230810703,-0.0
49,25,75,0.13,0.0,0.11205228500684816,0.0
49,30,70,0.23,0.01,0.14444641925714508,0.07
49,35,65,0.25,0.01,0.3169998818406503,0.03
49,40,60,0.39,0.02,0.25973090255790277,0.08
49,45,55,0.29,0.02,0.34987103900628,0.06
49,50,50,0.27,0.02,0.39024137040240525,0.05
49,55,45,0.2,0.02,0.9602999120511148,0.02
49,60,40,0.23,0.02,0.9185771180486624,0.02
49,65,35,0.24,0.03,0.9055686022653247,0.03
49,70,30,0.21,0.03,1.303118427661949,0.02
49,75,25,0.23,0.03,1.2604788860701026,0.02
49,80,20,0.22,0.03,1.2771920142957591,0.02
49,85,15,0.22,0.03,1.2771920142957591,0.02
49,90,10,0.22,0.03,1.2771920142957591,0.02
49,95,5,0.22,0.03,1.2771920142957591,0.02
