,close,signal,pnl,cumulative_return
8064,26865.03,0,-90.77,1.37
8065,26825.87,0,-90.77,1.37
8066,26828.49,0,-90.77,1.37
8067,26843.29,0,-90.77,1.37
8068,26855.21,0,-90.77,1.37
8069,26845.53,0,-90.77,1.37
8070,26842.53,0,-90.77,1.37
8071,26827.07,0,-90.77,1.37
8072,26805.98,0,-90.77,1.37
8073,26871.33,0,-90.77,1.37
8074,26912.42,0,-90.77,1.37
8075,26963.41,0,-90.77,1.37
8076,27082.02,0,-90.77,1.37
8077,26958.70,0,-90.77,1.37
8078,26940.72,0,-90.77,1.37
8079,26920.72,0,-90.77,1.37
8080,26878.97,0,-90.77,1.37
8081,26942.55,0,-90.77,1.37
8082,26906.62,0,-90.77,1.37
8083,26900.79,0,-90.77,1.37
8084,26917.62,0,-90.77,1.37
8085,26800.25,0,-90.77,1.37
8086,27208.38,0,-90.77,1.37
8087,27162.07,0,-90.77,1.37
8088,27232.80,0,-90.77,1.37
8089,27289.04,0,-90.77,1.37
8090,27335.52,0,-90.77,1.37
8091,27475.63,1,0.00,1.37
8092,27407.48,1,-68.15,1.37
8093,27434.67,1,-40.96,1.37
8094,27390.50,0,-85.13,1.36
8095,27416.61,0,-85.13,1.36
8096,27336.12,0,-85.13,1.36
8097,27395.73,0,-85.13,1.36
8098,27374.25,0,-85.13,1.36
8099,27404.71,0,-85.13,1.36
8100,27396.80,0,-85.13,1.36
8101,27482.65,0,-85.13,1.36
8102,27506.41,0,-85.13,1.36
8103,27431.88,0,-85.13,1.36
8104,27418.24,0,-85.13,1.36
8105,27346.30,0,-85.13,1.36
8106,27362.45,0,-85.13,1.36
8107,27310.17,0,-85.13,1.36
8108,27162.14,0,-85.13,1.36
8109,27205.57,0,-85.13,1.36
8110,27024.64,0,-85.13,1.36
8111,27080.49,0,-85.13,1.36
8112,27130.00,0,-85.13,1.36
8113,27114.73,0,-85.13,1.36
8114,27061.55,0,-85.13,1.36
8115,27065.57,0,-85.13,1.36
8116,27252.58,0,-85.13,1.36
8117,27202.22,0,-85.13,1.36
8118,27092.56,0,-85.13,1.36
8119,27013.92,0,-85.13,1.36
8120,27059.03,0,-85.13,1.36
8121,27060.00,0,-85.13,1.36
8122,26984.84,0,-85.13,1.36
8123,26982.79,0,-85.13,1.36
8124,27038.02,0,-85.13,1.36
8125,27052.83,0,-85.13,1.36
8126,27086.56,0,-85.13,1.36
8127,27051.78,0,-85.13,1.36
8128,26933.05,0,-85.13,1.36
8129,26951.41,0,-85.13,1.36
8130,27012.97,0,-85.13,1.36
8131,26998.36,0,-85.13,1.36
8132,27033.84,0,-85.13,1.36
8133,27098.59,0,-85.13,1.36
8134,27170.77,0,-85.13,1.36
8135,27065.15,0,-85.13,1.36
8136,27060.04,0,-85.13,1.36
8137,27072.50,0,-85.13,1.36
8138,26990.78,0,-85.13,1.36
8139,26993.92,0,-85.13,1.36
8140,26845.14,0,-85.13,1.36
8141,26813.07,0,-85.13,1.36
8142,26871.80,0,-85.13,1.36
8143,26868.21,0,-85.13,1.36
8144,26637.62,0,-85.13,1.36
8145,26669.89,0,-85.13,1.36
8146,26635.91,0,-85.13,1.36
8147,26780.77,0,-85.13,1.36
8148,26796.93,0,-85.13,1.36
8149,26905.10,0,-85.13,1.36
8150,27086.12,0,-85.13,1.36
8151,27099.07,0,-85.13,1.36
8152,27385.09,0,-85.13,1.36
8153,27340.59,0,-85.13,1.36
8154,27364.96,0,-85.13,1.36
8155,27333.73,0,-85.13,1.36
8156,27405.61,0,-85.13,1.36
8157,27357.42,0,-85.13,1.36
8158,27323.21,0,-85.13,1.36
8159,27349.32,0,-85.13,1.36
8160,27365.69,0,-85.13,1.36
8161,27302.62,0,-85.13,1.36
8162,27220.16,0,-85.13,1.36
8163,27210.88,0,-85.13,1.36
8164,27391.61,0,-85.13,1.36
8165,27388.54,0,-85.13,1.36
8166,27405.00,0,-85.13,1.36
8167,27347.86,0,-85.13,1.36
8168,27398.97,0,-85.13,1.36
8169,27237.02,0,-85.13,1.36
8170,27257.21,0,-85.13,1.36
8171,27244.99,0,-85.13,1.36
8172,27086.77,0,-85.13,1.36
8173,27069.56,0,-85.13,1.36
8174,26488.99,0,-85.13,1.36
8175,26617.62,0,-85.13,1.36
8176,26734.01,0,-85.13,1.36
8177,26720.63,0,-85.13,1.36
8178,26917.24,0,-85.13,1.36
8179,26891.75,0,-85.13,1.36
8180,26821.28,0,-85.13,1.36
8181,26885.47,0,-85.13,1.36
8182,26809.99,0,-85.13,1.36
8183,26802.05,0,-85.13,1.36
8184,26834.73,0,-85.13,1.36
8185,26875.00,0,-85.13,1.36
8186,26876.45,0,-85.13,1.36
8187,26902.72,0,-85.13,1.36
8188,26851.38,0,-85.13,1.36
8189,26886.52,0,-85.13,1.36
8190,26842.18,0,-85.13,1.36
8191,26823.08,0,-85.13,1.36
8192,26855.89,0,-85.13,1.36
8193,26909.94,0,-85.13,1.36
8194,26865.46,0,-85.13,1.36
8195,26835.33,0,-85.13,1.36
8196,26883.65,0,-85.13,1.36
8197,26837.72,0,-85.13,1.36
8198,26919.17,0,-85.13,1.36
8199,26890.80,0,-85.13,1.36
8200,26834.46,0,-85.13,1.36
8201,26831.04,0,-85.13,1.36
8202,26906.12,0,-85.13,1.36
8203,26871.15,0,-85.13,1.36
8204,26880.26,0,-85.13,1.36
8205,26845.71,0,-85.13,1.36
8206,26858.98,0,-85.13,1.36
8207,26839.63,0,-85.13,1.36
8208,26865.58,0,-85.13,1.36
8209,26873.63,0,-85.13,1.36
8210,26869.36,0,-85.13,1.36
8211,26854.04,0,-85.13,1.36
8212,26854.98,0,-85.13,1.36
8213,26908.98,0,-85.13,1.36
8214,26880.31,0,-85.13,1.36
8215,26887.08,0,-85.13,1.36
8216,26880.06,0,-85.13,1.36
8217,26895.77,0,-85.13,1.36
8218,26889.11,0,-85.13,1.36
8219,26920.01,0,-85.13,1.36
8220,26945.66,0,-85.13,1.36
8221,26918.46,0,-85.13,1.36
8222,27139.45,0,-85.13,1.36
8223,27029.05,0,-85.13,1.36
8224,27063.03,0,-85.13,1.36
8225,27011.29,0,-85.13,1.36
8226,27033.03,0,-85.13,1.36
8227,27067.32,0,-85.13,1.36
8228,27102.43,0,-85.13,1.36
8229,27237.75,0,-85.13,1.36
8230,27158.79,0,-85.13,1.36
8231,27168.54,0,-85.13,1.36
8232,27176.22,0,-85.13,1.36
8233,27129.32,0,-85.13,1.36
8234,27098.85,0,-85.13,1.36
8235,27083.85,0,-85.13,1.36
8236,27054.99,0,-85.13,1.36
8237,27042.87,0,-85.13,1.36
8238,27077.21,0,-85.13,1.36
8239,26955.00,0,-85.13,1.36
8240,26829.94,0,-85.13,1.36
8241,26930.01,0,-85.13,1.36
8242,26890.69,0,-85.13,1.36
8243,26898.32,0,-85.13,1.36
8244,26898.97,0,-85.13,1.36
8245,26886.43,0,-85.13,1.36
8246,26871.55,0,-85.13,1.36
8247,26872.28,0,-85.13,1.36
8248,26902.12,0,-85.13,1.36
8249,26845.80,0,-85.13,1.36
8250,26745.15,0,-85.13,1.36
8251,26754.81,0,-85.13,1.36
8252,26747.78,0,-85.13,1.36
8253,26656.11,0,-85.13,1.36
8254,26584.17,0,-85.13,1.36
8255,26649.67,0,-85.13,1.36
8256,26644.80,0,-85.13,1.36
8257,26691.67,0,-85.13,1.36
8258,26756.09,0,-85.13,1.36
8259,26821.69,0,-85.13,1.36
8260,26843.13,0,-85.13,1.36
8261,26826.62,0,-85.13,1.36
8262,26862.57,0,-85.13,1.36
8263,26831.77,0,-85.13,1.36
8264,26826.78,0,-85.13,1.36
8265,26731.60,0,-85.13,1.36
8266,27007.00,0,-85.13,1.36
8267,26957.28,0,-85.13,1.36
8268,26877.18,0,-85.13,1.36
8269,26873.16,0,-85.13,1.36
8270,26850.16,0,-85.13,1.36
8271,26880.19,0,-85.13,1.36
8272,26862.43,0,-85.13,1.36
8273,26895.13,0,-85.13,1.36
8274,26900.52,0,-85.13,1.36
8275,26872.03,0,-85.13,1.36
8276,26849.27,0,-85.13,1.36
8277,26822.33,0,-85.13,1.36
8278,26994.98,0,-85.13,1.36
8279,27128.42,0,-85.13,1.36
8280,27366.67,1,0.00,1.36
8281,27381.65,1,14.98,1.36
8282,27387.49,1,20.82,1.36
8283,27292.49,1,-74.18,1.36
8284,27304.40,1,-62.27,1.36
8285,27334.52,1,-32.15,1.36
8286,27273.54,0,-93.13,1.36
8287,27327.80,0,-93.13,1.36
8288,27337.36,0,-93.13,1.36
8289,27284.78,0,-93.13,1.36
8290,27236.03,0,-93.13,1.36
8291,27321.35,0,-93.13,1.36
8292,27320.05,0,-93.13,1.36
8293,27229.23,0,-93.13,1.36
8294,27203.71,0,-93.13,1.36
8295,27139.01,0,-93.13,1.36
8296,27181.22,0,-93.13,1.36
8297,27215.11,0,-93.13,1.36
8298,27200.38,0,-93.13,1.36
8299,27194.91,0,-93.13,1.36
8300,27219.61,0,-93.13,1.36
8301,27156.70,0,-93.13,1.36
8302,27138.19,0,-93.13,1.36
8303,27161.76,0,-93.13,1.36
8304,26786.00,0,-93.13,1.36
8305,26804.12,0,-93.13,1.36
8306,26775.45,0,-93.13,1.36
8307,26712.55,0,-93.13,1.36
8308,26678.67,0,-93.13,1.36
8309,26748.58,0,-93.13,1.36
8310,26750.80,0,-93.13,1.36
8311,26730.00,0,-93.13,1.36
8312,26742.24,0,-93.13,1.36
8313,26695.41,0,-93.13,1.36
8314,26442.86,0,-93.13,1.36
8315,26254.93,0,-93.13,1.36
8316,26314.69,0,-93.13,1.36
8317,26238.01,0,-93.13,1.36
8318,26285.01,0,-93.13,1.36
8319,26220.55,0,-93.13,1.36
8320,26252.33,0,-93.13,1.36
8321,26404.18,0,-93.13,1.36
8322,26368.66,0,-93.13,1.36
8323,26348.52,0,-93.13,1.36
8324,26329.01,0,-93.13,1.36
8325,26236.47,0,-93.13,1.36
8326,26124.08,0,-93.13,1.36
8327,26122.71,0,-93.13,1.36
8328,26183.72,0,-93.13,1.36
8329,26224.39,0,-93.13,1.36
8330,26260.12,0,-93.13,1.36
8331,26261.27,0,-93.13,1.36
8332,26131.27,0,-93.13,1.36
8333,26223.87,0,-93.13,1.36
8334,26284.76,0,-93.13,1.36
8335,26248.18,0,-93.13,1.36
8336,26296.62,0,-93.13,1.36
8337,26403.52,0,-93.13,1.36
8338,26338.37,0,-93.13,1.36
8339,26364.65,0,-93.13,1.36
8340,26226.12,0,-93.13,1.36
8341,26276.73,0,-93.13,1.36
8342,26350.84,0,-93.13,1.36
8343,26374.54,0,-93.13,1.36
8344,26468.68,0,-93.13,1.36
8345,26485.21,0,-93.13,1.36
8346,26475.86,0,-93.13,1.36
8347,26454.41,0,-93.13,1.36
8348,26473.79,0,-93.13,1.36
8349,26469.93,0,-93.13,1.36
8350,26414.90,0,-93.13,1.36
8351,26403.34,0,-93.13,1.36
8352,26435.14,0,-93.13,1.36
8353,26426.43,0,-93.13,1.36
8354,26347.43,0,-93.13,1.36
8355,26434.40,0,-93.13,1.36
8356,26501.33,0,-93.13,1.36
8357,26473.36,0,-93.13,1.36
8358,26445.45,0,-93.13,1.36
8359,26450.13,0,-93.13,1.36
8360,26463.29,0,-93.13,1.36
8361,26440.04,0,-93.13,1.36
8362,26539.97,0,-93.13,1.36
8363,26760.01,0,-93.13,1.36
8364,26750.21,0,-93.13,1.36
8365,26792.36,0,-93.13,1.36
8366,26713.00,0,-93.13,1.36
8367,26730.69,0,-93.13,1.36
8368,26767.21,0,-93.13,1.36
8369,26747.66,0,-93.13,1.36
8370,26725.24,0,-93.13,1.36
8371,26686.00,0,-93.13,1.36
8372,26705.92,0,-93.13,1.36
8373,26651.92,0,-93.13,1.36
8374,26713.76,0,-93.13,1.36
8375,26742.97,0,-93.13,1.36
8376,26752.00,0,-93.13,1.36
8377,26760.96,0,-93.13,1.36
8378,26725.16,0,-93.13,1.36
8379,26749.47,0,-93.13,1.36
8380,26722.80,0,-93.13,1.36
8381,26688.65,0,-93.13,1.36
8382,26699.17,0,-93.13,1.36
8383,26676.89,0,-93.13,1.36
8384,26699.02,0,-93.13,1.36
8385,26711.50,0,-93.13,1.36
8386,26628.29,0,-93.13,1.36
8387,26666.87,0,-93.13,1.36
8388,26690.05,0,-93.13,1.36
8389,26664.07,0,-93.13,1.36
8390,26756.70,0,-93.13,1.36
8391,26702.64,0,-93.13,1.36
8392,26729.60,0,-93.13,1.36
8393,26751.52,0,-93.13,1.36
8394,26771.27,0,-93.13,1.36
8395,26803.28,0,-93.13,1.36
8396,26854.27,0,-93.13,1.36
8397,27072.42,1,0.00,1.36
8398,27093.94,1,21.52,1.36
8399,27100.01,1,27.59,1.36
8400,27187.23,1,114.81,1.36
8401,27167.97,1,95.55,1.36
8402,27164.75,1,92.33,1.36
8403,27184.90,1,112.48,1.36
8404,27226.37,1,153.95,1.36
8405,27197.63,1,125.21,1.36
8406,27156.68,0,84.26,1.36
8407,27212.35,0,84.26,1.36
8408,27153.76,0,84.26,1.36
8409,27142.48,0,84.26,1.36
8410,27181.31,0,84.26,1.36
8411,27190.21,0,84.26,1.36
8412,27272.17,0,84.26,1.36
8413,27252.27,0,84.26,1.36
8414,27351.59,0,84.26,1.36
8415,27589.75,1,0.00,1.36
8416,27525.99,1,-63.76,1.36
8417,27554.48,1,-35.27,1.36
8418,27835.02,1,245.27,1.36
8419,28090.39,1,500.64,1.36
8420,28065.00,1,475.25,1.36
8421,28192.53,1,602.78,1.36
8422,28166.57,1,576.82,1.36
8423,28096.01,1,506.26,1.36
8424,27954.99,1,365.24,1.36
8425,27947.07,0,357.32,1.38
8426,27990.72,0,357.32,1.38
8427,28002.49,0,357.32,1.38
8428,27907.87,0,357.32,1.38
8429,27900.61,0,357.32,1.38
8430,27939.95,0,357.32,1.38
8431,27857.59,0,357.32,1.38
8432,27913.87,0,357.32,1.38
8433,27876.98,0,357.32,1.38
8434,27903.12,0,357.32,1.38
8435,27787.77,0,357.32,1.38
8436,27630.51,0,357.32,1.38
8437,27597.24,0,357.32,1.38
8438,27689.14,0,357.32,1.38
8439,27635.45,0,357.32,1.38
8440,27637.94,0,357.32,1.38
8441,27682.77,0,357.32,1.38
8442,27666.70,0,357.32,1.38
8443,27689.22,0,357.32,1.38
8444,27736.40,0,357.32,1.38
8445,27709.55,0,357.32,1.38
8446,27766.03,0,357.32,1.38
8447,27783.43,0,357.32,1.38
8448,27829.23,0,357.32,1.38
8449,27776.19,0,357.32,1.38
8450,27753.38,0,357.32,1.38
8451,27795.81,0,357.32,1.38
8452,27733.22,0,357.32,1.38
8453,27781.78,0,357.32,1.38
8454,27852.33,0,357.32,1.38
8455,27900.18,0,357.32,1.38
8456,28021.40,0,357.32,1.38
8457,27903.51,0,357.32,1.38
8458,27800.01,0,357.32,1.38
8459,27622.65,0,357.32,1.38
8460,27673.08,0,357.32,1.38
8461,27713.43,0,357.32,1.38
8462,27696.12,0,357.32,1.38
8463,27765.84,0,357.32,1.38
8464,27850.20,0,357.32,1.38
8465,27762.51,0,357.32,1.38
8466,27719.37,0,357.32,1.38
8467,27738.52,0,357.32,1.38
8468,27694.40,0,357.32,1.38
8469,27754.78,0,357.32,1.38
8470,27742.09,0,357.32,1.38
8471,27673.47,0,357.32,1.38
8472,27657.30,0,357.32,1.38
8473,27257.70,0,357.32,1.38
8474,27088.15,0,357.32,1.38
8475,27163.37,0,357.32,1.38
8476,27167.90,0,357.32,1.38
8477,27136.93,0,357.32,1.38
8478,27133.28,0,357.32,1.38
8479,27056.53,0,357.32,1.38
8480,27097.18,0,357.32,1.38
8481,27072.34,0,357.32,1.38
8482,27117.11,0,357.32,1.38
8483,27033.86,0,357.32,1.38
8484,26911.54,0,357.32,1.38
8485,26936.01,0,357.32,1.38
8486,27055.40,0,357.32,1.38
8487,27037.06,0,357.32,1.38
8488,27010.57,0,357.32,1.38
8489,27114.20,0,357.32,1.38
8490,27090.79,0,357.32,1.38
8491,27183.98,0,357.32,1.38
8492,27210.35,0,357.32,1.38
8493,27065.77,0,357.32,1.38
8494,27078.56,0,357.32,1.38
8495,26719.26,0,357.32,1.38
8496,26779.94,0,357.32,1.38
8497,26804.15,0,357.32,1.38
8498,26849.20,0,357.32,1.38
8499,26785.13,0,357.32,1.38
8500,26802.67,0,357.32,1.38
8501,26912.53,0,357.32,1.38
8502,26908.63,0,357.32,1.38
8503,26860.00,0,357.32,1.38
8504,26892.96,0,357.32,1.38
8505,26941.79,0,357.32,1.38
8506,26891.74,0,357.32,1.38
8507,26898.08,0,357.32,1.38
8508,26894.48,0,357.32,1.38
8509,27092.08,0,357.32,1.38
8510,26956.94,0,357.32,1.38
8511,26964.77,0,357.32,1.38
8512,26862.68,0,357.32,1.38
8513,26863.00,0,357.32,1.38
8514,26889.84,0,357.32,1.38
8515,26880.97,0,357.32,1.38
8516,26817.93,0,357.32,1.38
8517,26786.03,0,357.32,1.38
8518,26811.90,0,357.32,1.38
8519,26960.01,0,357.32,1.38
8520,27000.00,0,357.32,1.38
8521,27068.27,0,357.32,1.38
8522,27152.60,0,357.32,1.38
8523,27071.06,0,357.32,1.38
8524,27049.65,0,357.32,1.38
8525,27166.14,0,357.32,1.38
8526,27080.68,0,357.32,1.38
8527,27096.99,0,357.32,1.38
8528,27130.75,0,357.32,1.38
8529,27095.42,0,357.32,1.38
8530,26908.84,0,357.32,1.38
8531,26964.74,0,357.32,1.38
8532,27095.92,0,357.32,1.38
8533,27056.06,0,357.32,1.38
8534,27057.58,0,357.32,1.38
8535,27192.60,0,357.32,1.38
8536,27239.02,0,357.32,1.38
8537,27172.84,0,357.32,1.38
8538,27207.40,0,357.32,1.38
8539,27262.92,0,357.32,1.38
8540,27242.59,0,357.32,1.38
8541,27165.09,0,357.32,1.38
8542,27130.40,0,357.32,1.38
8543,27153.26,0,357.32,1.38
8544,27143.20,0,357.32,1.38
8545,27160.24,0,357.32,1.38
8546,27157.20,0,357.32,1.38
8547,27182.35,0,357.32,1.38
8548,27174.42,0,357.32,1.38
8549,27146.62,0,357.32,1.38
8550,27151.51,0,357.32,1.38
8551,27140.00,0,357.32,1.38
8552,27129.79,0,357.32,1.38
8553,27165.81,0,357.32,1.38
8554,27166.98,0,357.32,1.38
8555,27171.24,0,357.32,1.38
8556,27305.26,0,357.32,1.38
8557,27248.48,0,357.32,1.38
8558,27160.90,0,357.32,1.38
8559,27147.43,0,357.32,1.38
8560,27096.36,0,357.32,1.38
8561,27062.33,0,357.32,1.38
8562,27004.41,0,357.32,1.38
8563,27071.55,0,357.32,1.38
8564,27069.22,0,357.32,1.38
8565,27005.13,0,357.32,1.38
8566,27041.03,0,357.32,1.38
8567,27091.27,0,357.32,1.38
8568,27061.38,0,357.32,1.38
8569,27054.95,0,357.32,1.38
8570,27038.63,0,357.32,1.38
8571,27127.78,0,357.32,1.38
8572,27150.45,0,357.32,1.38
8573,27150.82,0,357.32,1.38
8574,27215.89,0,357.32,1.38
8575,27221.05,0,357.32,1.38
8576,27198.55,0,357.32,1.38
8577,27210.10,0,357.32,1.38
8578,27245.46,0,357.32,1.38
8579,27234.20,0,357.32,1.38
8580,27179.00,0,357.32,1.38
8581,27170.66,0,357.32,1.38
8582,27176.76,0,357.32,1.38
8583,27194.18,0,357.32,1.38
8584,27213.11,0,357.32,1.38
8585,27241.51,0,357.32,1.38
8586,27194.57,0,357.32,1.38
8587,27234.06,0,357.32,1.38
8588,27115.21,0,357.32,1.38
8589,27024.76,0,357.32,1.38
8590,27047.14,0,357.32,1.38
8591,26922.71,0,357.32,1.38
8592,26843.58,0,357.32,1.38
8593,26837.00,0,357.32,1.38
8594,26816.70,0,357.32,1.38
8595,26765.34,0,357.32,1.38
8596,26829.99,0,357.32,1.38
8597,26798.64,0,357.32,1.38
8598,26776.99,0,357.32,1.38
8599,26716.80,0,357.32,1.38
8600,26773.39,0,357.32,1.38
8601,26690.76,0,357.32,1.38
8602,26728.64,0,357.32,1.38
8603,26802.21,0,357.32,1.38
8604,26007.53,0,357.32,1.38
8605,25809.05,0,357.32,1.38
8606,25756.28,0,357.32,1.38
8607,25564.43,0,357.32,1.38
8608,25629.99,0,357.32,1.38
8609,25631.16,0,357.32,1.38
8610,25658.35,0,357.32,1.38
8611,25710.73,0,357.32,1.38
8612,25728.20,0,357.32,1.38
8613,25690.89,0,357.32,1.38
8614,25640.01,0,357.32,1.38
8615,25764.76,0,357.32,1.38
8616,25730.83,0,357.32,1.38
8617,25797.65,0,357.32,1.38
8618,25769.95,0,357.32,1.38
8619,25766.21,0,357.32,1.38
8620,25722.33,0,357.32,1.38
8621,25707.80,0,357.32,1.38
8622,25750.76,0,357.32,1.38
8623,25742.36,0,357.32,1.38
8624,25686.64,0,357.32,1.38
8625,25533.41,0,357.32,1.38
8626,25735.20,0,357.32,1.38
8627,26024.73,0,357.32,1.38
8628,26066.11,0,357.32,1.38
8629,26369.99,0,357.32,1.38
8630,26669.16,0,357.32,1.38
8631,26698.08,0,357.32,1.38
8632,27080.13,0,357.32,1.38
8633,26944.98,0,357.32,1.38
8634,27057.03,0,357.32,1.38
8635,27152.65,0,357.32,1.38
8636,27230.08,0,357.32,1.38
8637,27179.80,0,357.32,1.38
8638,27085.83,0,357.32,1.38
8639,26943.69,0,357.32,1.38
8640,26909.01,0,357.32,1.38
8641,26933.12,0,357.32,1.38
8642,26912.99,0,357.32,1.38
8643,26829.30,0,357.32,1.38
8644,26795.87,0,357.32,1.38
8645,26816.47,0,357.32,1.38
8646,26486.28,0,357.32,1.38
8647,26595.74,0,357.32,1.38
8648,26896.14,0,357.32,1.38
8649,26802.35,0,357.32,1.38
8650,26818.62,0,357.32,1.38
8651,26443.57,0,357.32,1.38
8652,26349.52,0,357.32,1.38
8653,26329.16,0,357.32,1.38
8654,26507.04,0,357.32,1.38
8655,26472.94,0,357.32,1.38
8656,26482.42,0,357.32,1.38
8657,26359.93,0,357.32,1.38
8658,26156.00,0,357.32,1.38
8659,26275.90,0,357.32,1.38
8660,26339.34,0,357.32,1.38
8661,26390.01,0,357.32,1.38
8662,26443.60,0,357.32,1.38
8663,26386.51,0,357.32,1.38
8664,26344.17,0,357.32,1.38
8665,26400.97,0,357.32,1.38
8666,26377.51,0,357.32,1.38
8667,26427.34,0,357.32,1.38
8668,26444.69,0,357.32,1.38
8669,26441.54,0,357.32,1.38
8670,26385.06,0,357.32,1.38
8671,26484.77,0,357.32,1.38
8672,26432.00,0,357.32,1.38
8673,26462.90,0,357.32,1.38
8674,26400.93,0,357.32,1.38
8675,26648.55,0,357.32,1.38
8676,26721.68,0,357.32,1.38
8677,26498.40,0,357.32,1.38
8678,26485.00,0,357.32,1.38
8679,26550.00,0,357.32,1.38
8680,26539.90,0,357.32,1.38
8681,26637.30,0,357.32,1.38
8682,26573.42,0,357.32,1.38
8683,26544.38,0,357.32,1.38
8684,26498.61,0,357.32,1.38
8685,26456.95,0,357.32,1.38
8686,26504.21,0,357.32,1.38
8687,26457.51,0,357.32,1.38
8688,26483.70,0,357.32,1.38
8689,26491.38,0,357.32,1.38
8690,26504.54,0,357.32,1.38
8691,26492.93,0,357.32,1.38
8692,26493.43,0,357.32,1.38
8693,26642.37,0,357.32,1.38
8694,26639.03,0,357.32,1.38
8695,26635.40,0,357.32,1.38
8696,26610.19,0,357.32,1.38
8697,26673.76,0,357.32,1.38
8698,26634.65,0,357.32,1.38
8699,26594.64,0,357.32,1.38
8700,26477.37,0,357.32,1.38
8701,26482.84,0,357.32,1.38
8702,26496.06,0,357.32,1.38
8703,26450.00,0,357.32,1.38
8704,26407.15,0,357.32,1.38
8705,26451.16,0,357.32,1.38
8706,26479.52,0,357.32,1.38
8707,26492.69,0,357.32,1.38
8708,26477.81,0,357.32,1.38
8709,26459.99,0,357.32,1.38
8710,26396.93,0,357.32,1.38
8711,26326.92,0,357.32,1.38
8712,26323.07,0,357.32,1.38
8713,25765.28,0,357.32,1.38
8714,25518.06,0,357.32,1.38
8715,25538.81,0,357.32,1.38
8716,25651.09,0,357.32,1.38
8717,25669.07,0,357.32,1.38
8718,25651.88,0,357.32,1.38
8719,25698.31,0,357.32,1.38
8720,25731.40,0,357.32,1.38
8721,25616.18,0,357.32,1.38
8722,25657.49,0,357.32,1.38
8723,25668.34,0,357.32,1.38
8724,25628.80,0,357.32,1.38
8725,25588.67,0,357.32,1.38
8726,26022.34,0,357.32,1.38
8727,25547.28,0,357.32,1.38
8728,25750.00,0,357.32,1.38
8729,25751.25,0,357.32,1.38
8730,25761.28,0,357.32,1.38
8731,25875.16,0,357.32,1.38
8732,25841.21,0,357.32,1.38
8733,25750.28,0,357.32,1.38
8734,25824.99,0,357.32,1.38
8735,25766.72,0,357.32,1.38
8736,25727.51,0,357.32,1.38
8737,25727.74,0,357.32,1.38
8738,25819.10,0,357.32,1.38
8739,25786.49,0,357.32,1.38
8740,25741.33,0,357.32,1.38
8741,25740.20,0,357.32,1.38
8742,25706.26,0,357.32,1.38
8743,25774.08,0,357.32,1.38
8744,25796.06,0,357.32,1.38
8745,25750.00,0,357.32,1.38
8746,25703.33,0,357.32,1.38
8747,25753.19,0,357.32,1.38
8748,25751.36,0,357.32,1.38
8749,25868.39,0,357.32,1.38
8750,25941.63,0,357.32,1.38
8751,25975.00,0,357.32,1.38
8752,26030.89,0,357.32,1.38
8753,26123.68,0,357.32,1.38
8754,26046.37,0,357.32,1.38
8755,25895.80,0,357.32,1.38
8756,25925.55,0,357.32,1.38
8757,25965.13,0,357.32,1.38
8758,25935.17,0,357.32,1.38
8759,25773.47,0,357.32,1.38
8760,25791.29,0,357.32,1.38
8761,25814.98,0,357.32,1.38
8762,25772.80,0,357.32,1.38
8763,25844.34,0,357.32,1.38
8764,25802.98,0,357.32,1.38
8765,25939.32,0,357.32,1.38
8766,25965.10,0,357.32,1.38
8767,25964.59,0,357.32,1.38
8768,25988.83,0,357.32,1.38
8769,25933.10,0,357.32,1.38
8770,25798.30,0,357.32,1.38
8771,25846.35,0,357.32,1.38
8772,25824.63,0,357.32,1.38
8773,25825.41,0,357.32,1.38
8774,25804.56,0,357.32,1.38
8775,25845.31,0,357.32,1.38
8776,25824.23,0,357.32,1.38
8777,25893.48,0,357.32,1.38
8778,25930.52,0,357.32,1.38
8779,25929.93,0,357.32,1.38
8780,25905.19,0,357.32,1.38
8781,25868.89,0,357.32,1.38
8782,25970.67,0,357.32,1.38
8783,26125.49,0,357.32,1.38
8784,26063.85,0,357.32,1.38
8785,26055.51,0,357.32,1.38
8786,26080.82,0,357.32,1.38
8787,26080.01,0,357.32,1.38
8788,26073.92,0,357.32,1.38
8789,26176.83,0,357.32,1.38
8790,26147.37,0,357.32,1.38
8791,26156.31,0,357.32,1.38
8792,26191.81,0,357.32,1.38
8793,26082.29,0,357.32,1.38
8794,26032.92,0,357.32,1.38
8795,25985.67,0,357.32,1.38
8796,25759.54,0,357.32,1.38
8797,25865.29,0,357.32,1.38
8798,25821.88,0,357.32,1.38
8799,25889.63,0,357.32,1.38
8800,25902.84,0,357.32,1.38
8801,25847.98,0,357.32,1.38
8802,25847.45,0,357.32,1.38
8803,25840.00,0,357.32,1.38
8804,25934.25,0,357.32,1.38
8805,25989.72,0,357.32,1.38
8806,26046.27,0,357.32,1.38
8807,26027.40,0,357.32,1.38
8808,25985.07,0,357.32,1.38
8809,25981.01,0,357.32,1.38
8810,25845.14,0,357.32,1.38
8811,25894.54,0,357.32,1.38
8812,25897.72,0,357.32,1.38
8813,25928.30,0,357.32,1.38
8814,25980.53,0,357.32,1.38
8815,25956.99,0,357.32,1.38
8816,25975.71,0,357.32,1.38
8817,26022.15,0,357.32,1.38
8818,25990.00,0,357.32,1.38
8819,26001.27,0,357.32,1.38
8820,25986.75,0,357.32,1.38
8821,25965.86,0,357.32,1.38
