datetime,open,high,low,close,volume
2022-06-15 14:00:00,21226.31000000,21412.29000000,20965.03000000,21336.00000000,6425.58338000
2022-06-15 15:00:00,21336.01000000,21445.71000000,20652.18000000,20722.92000000,10181.92016000
2022-06-15 16:00:00,20722.92000000,20755.80000000,20185.00000000,20265.06000000,18440.16488900
2022-06-15 17:00:00,20265.07000000,20425.01000000,20111.62000000,20238.04000000,10728.19217500
2022-06-15 18:00:00,20238.03000000,20819.37000000,20200.58000000,20573.58000000,13664.50954000
2022-06-15 19:00:00,20573.59000000,21290.00000000,20394.80000000,21177.03000000,10360.69930000
2022-06-15 20:00:00,21177.04000000,21580.00000000,21045.13000000,21197.61000000,8343.09996000
2022-06-15 21:00:00,21197.62000000,21798.95000000,21149.82000000,21561.50000000,7815.11646000
2022-06-15 22:00:00,21561.49000000,21773.34000000,21080.26000000,21215.09000000,6073.13627000
2022-06-15 23:00:00,21215.08000000,21500.00000000,21133.00000000,21419.10000000,3868.26010000
2022-06-16 00:00:00,21419.09000000,21545.60000000,20632.84000000,20723.00000000,6647.36560000
2022-06-16 01:00:00,20723.00000000,21507.04000000,20500.00000000,21117.26000000,8610.49357000
2022-06-16 02:00:00,21117.26000000,22496.52000000,20250.00000000,21540.07000000,26390.27323000
2022-06-16 03:00:00,21540.07000000,22280.00000000,21449.74000000,21632.04000000,8629.94579000
2022-06-16 04:00:00,21632.03000000,21927.43000000,21450.00000000,21681.79000000,3813.74363000
2022-06-16 05:00:00,21681.79000000,22445.53000000,21642.46000000,22214.02000000,3866.67365000
2022-06-16 06:00:00,22214.03000000,22800.00000000,22207.10000000,22474.41000000,8077.44415000
2022-06-16 07:00:00,22474.42000000,22686.81000000,22422.67000000,22583.72000000,2993.24283000
2022-06-16 08:00:00,22583.72000000,22806.59000000,22484.93000000,22680.00000000,4551.35597000
2022-06-16 09:00:00,22680.00000000,22995.73000000,22352.56000000,22368.42000000,4848.76679000
2022-06-16 10:00:00,22368.42000000,22543.93000000,22324.22000000,22454.07000000,3067.44076000
2022-06-16 11:00:00,22454.06000000,22530.00000000,22167.08000000,22211.62000000,2933.61256000
2022-06-16 12:00:00,22211.62000000,22361.98000000,22037.67000000,22093.97000000,2745.11311000
2022-06-16 13:00:00,22093.96000000,22198.99000000,21915.24000000,21941.97000000,2371.16060000
2022-06-16 14:00:00,21941.98000000,22006.32000000,21712.00000000,21797.51000000,2824.63942000
2022-06-16 15:00:00,21797.51000000,21939.66000000,21646.64000000,21764.17000000,3849.49820000
2022-06-16 16:00:00,21764.18000000,21888.00000000,21604.14000000,21786.97000000,3068.11349000
2022-06-16 17:00:00,21786.97000000,21793.58000000,21125.03000000,21273.85000000,6673.11058000
2022-06-16 18:00:00,21273.86000000,21361.26000000,20852.35000000,21243.04000000,6892.28020000
2022-06-16 19:00:00,21247.90000000,21295.80000000,20893.69000000,21044.55000000,4312.07086000
2022-06-16 20:00:00,21044.56000000,21510.20000000,20921.99000000,21144.79000000,5194.96209000
2022-06-16 21:00:00,21144.80000000,21364.00000000,20901.01000000,21022.04000000,5445.38015000
2022-06-16 22:00:00,21022.04000000,21140.93000000,20745.00000000,20924.33000000,5742.24321000
2022-06-16 23:00:00,20924.32000000,21278.77000000,20917.33000000,21074.77000000,3855.17142000
2022-06-17 00:00:00,21074.77000000,21250.01000000,20818.00000000,21186.10000000,4998.55978000
2022-06-17 01:00:00,21186.10000000,21500.00000000,21055.00000000,21068.65000000,3819.30218000
2022-06-17 02:00:00,21068.64000000,21123.48000000,20914.27000000,21029.37000000,2946.10659000
2022-06-17 03:00:00,21029.36000000,21130.84000000,20860.01000000,20875.48000000,3028.68186000
2022-06-17 04:00:00,20875.48000000,21048.38000000,20502.00000000,20712.58000000,4025.51668000
2022-06-17 05:00:00,20712.58000000,20932.00000000,20631.01000000,20685.50000000,2035.35819000
2022-06-17 06:00:00,20685.50000000,20707.78000000,20343.22000000,20364.99000000,4621.68329000
2022-06-17 07:00:00,20364.98000000,20492.52000000,20232.00000000,20401.31000000,5823.46631000
2022-06-17 08:00:00,20400.60000000,20630.00000000,20246.66000000,20363.63000000,4725.47209000
2022-06-17 09:00:00,20363.64000000,20949.20000000,20347.03000000,20880.80000000,6104.53991000
2022-06-17 10:00:00,20880.81000000,21059.68000000,20543.09000000,20580.30000000,3930.02860000
2022-06-17 11:00:00,20580.29000000,20680.50000000,20352.67000000,20383.38000000,2663.77548000
2022-06-17 12:00:00,20383.37000000,20633.65000000,20326.00000000,20536.92000000,2633.99746000
2022-06-17 13:00:00,20536.91000000,20974.71000000,20526.69000000,20807.76000000,3328.20044000
2022-06-17 14:00:00,20807.77000000,20994.28000000,20616.20000000,20898.02000000,4067.38570000
2022-06-17 15:00:00,20898.02000000,21286.01000000,20829.05000000,21100.64000000,5654.94925000
2022-06-17 16:00:00,21100.65000000,21365.43000000,21022.21000000,21069.39000000,3909.35129000
2022-06-17 17:00:00,21069.39000000,21137.93000000,20877.17000000,20972.66000000,3251.20975000
2022-06-17 18:00:00,20972.66000000,21150.00000000,20847.49000000,21119.50000000,3088.03145000
2022-06-17 19:00:00,21119.50000000,21218.00000000,20943.56000000,20972.04000000,2992.05756000
2022-06-17 20:00:00,20972.04000000,21047.41000000,20588.00000000,20654.49000000,4422.41977000
2022-06-17 21:00:00,20654.50000000,20920.65000000,20569.63000000,20801.35000000,5267.60470000
2022-06-17 22:00:00,20801.34000000,20810.76000000,20386.93000000,20550.71000000,6026.00197000
2022-06-17 23:00:00,20550.71000000,20749.24000000,20524.84000000,20663.70000000,3768.70917000
2022-06-18 00:00:00,20661.95000000,20791.96000000,20530.00000000,20571.21000000,3648.99953000
2022-06-18 01:00:00,20571.20000000,20714.23000000,20510.06000000,20592.60000000,3024.89403000
2022-06-18 02:00:00,20592.59000000,20653.13000000,20468.88000000,20517.62000000,2388.92940000
2022-06-18 03:00:00,20517.62000000,20547.06000000,20440.92000000,20515.59000000,2289.67730000
2022-06-18 04:00:00,20515.59000000,20723.00000000,20515.13000000,20652.65000000,2990.76131000
2022-06-18 05:00:00,20652.65000000,20680.00000000,20513.03000000,20554.16000000,1655.07405000
2022-06-18 06:00:00,20554.16000000,20605.58000000,20368.20000000,20451.19000000,3311.49068000
2022-06-18 07:00:00,20451.19000000,20544.43000000,20428.22000000,20468.81000000,1550.77574000
2022-06-18 08:00:00,20468.81000000,20792.06000000,20440.82000000,20569.14000000,3598.90375000
2022-06-18 09:00:00,20569.14000000,20599.29000000,20375.16000000,20390.01000000,2874.25323000
2022-06-18 10:00:00,20390.02000000,20523.25000000,20322.08000000,20475.28000000,3973.65498000
2022-06-18 11:00:00,20475.28000000,20498.75000000,20380.70000000,20459.65000000,2596.52691000
2022-06-18 12:00:00,20459.65000000,20499.67000000,20397.06000000,20493.37000000,1692.29487000
2022-06-18 13:00:00,20493.38000000,20537.34000000,20394.46000000,20424.05000000,1571.28239000
2022-06-18 14:00:00,20424.04000000,20446.52000000,19120.00000000,19439.26000000,16590.79560900
2022-06-18 15:00:00,19439.26000000,19600.00000000,19066.80000000,19258.58000000,16079.78318000
2022-06-18 16:00:00,19258.58000000,19393.00000000,18742.50000000,19008.88000000,17850.70139900
2022-06-18 17:00:00,19008.89000000,19218.18000000,18901.01000000,19173.92000000,6472.11707000
2022-06-18 18:00:00,19173.91000000,19540.00000000,19149.27000000,19395.33000000,7696.44156000
2022-06-18 19:00:00,19395.33000000,19464.15000000,19237.05000000,19243.98000000,4699.67246000
2022-06-18 20:00:00,19243.99000000,19291.99000000,19125.01000000,19155.45000000,4418.52100000
2022-06-18 21:00:00,19155.46000000,19233.71000000,19090.92000000,19200.11000000,3893.64991000
2022-06-18 22:00:00,19200.12000000,19261.75000000,19069.68000000,19077.58000000,3039.66279000
2022-06-18 23:00:00,19077.58000000,19123.97000000,18942.75000000,18953.76000000,4758.23093000
2022-06-19 00:00:00,18953.76000000,19101.28000000,18811.00000000,18875.25000000,5520.84591000
2022-06-19 01:00:00,18875.25000000,18964.93000000,18511.00000000,18621.13000000,13060.29656800
2022-06-19 02:00:00,18621.12000000,18653.57000000,18128.00000000,18215.78000000,14773.23679200
2022-06-19 03:00:00,18215.77000000,18358.75000000,18031.13000000,18067.60000000,9216.46070500
2022-06-19 04:00:00,18067.61000000,18177.41000000,17622.00000000,17809.00000000,23329.13612100
2022-06-19 05:00:00,17808.99000000,18919.78000000,17763.38000000,18517.72000000,13789.82116000
2022-06-19 06:00:00,18517.71000000,19493.23000000,18425.56000000,19186.93000000,10325.10569000
2022-06-19 07:00:00,19186.92000000,19269.99000000,18908.96000000,18970.79000000,4620.26054000
2022-06-19 08:00:00,18970.79000000,19198.00000000,18859.29000000,18972.29000000,5217.72237000
2022-06-19 09:00:00,18972.28000000,19042.48000000,18410.79000000,18480.10000000,5423.07867000
2022-06-19 10:00:00,18480.10000000,18529.32000000,18224.98000000,18380.10000000,4696.99078000
2022-06-19 11:00:00,18380.10000000,18750.00000000,18262.56000000,18311.09000000,4218.74032000
2022-06-19 12:00:00,18311.10000000,18621.57000000,18264.66000000,18504.96000000,2603.49217000
2022-06-19 13:00:00,18504.96000000,18543.47000000,17960.41000000,18126.08000000,6123.12877000
2022-06-19 14:00:00,18126.08000000,18481.31000000,18053.13000000,18256.55000000,4309.78717000
2022-06-19 15:00:00,18256.54000000,18546.00000000,18245.00000000,18306.93000000,3634.55104000
2022-06-19 16:00:00,18307.39000000,18712.06000000,18264.67000000,18671.79000000,4289.56862000
2022-06-19 17:00:00,18671.78000000,19314.91000000,18577.25000000,19006.11000000,8160.00557000
2022-06-19 18:00:00,19006.11000000,20057.20000000,18898.74000000,19907.41000000,15953.30282000
2022-06-19 19:00:00,19907.41000000,20150.00000000,19573.30000000,19692.50000000,5625.21770000
2022-06-19 20:00:00,19692.49000000,19944.52000000,19284.50000000,19344.27000000,7514.61224000
2022-06-19 21:00:00,19344.26000000,19592.57000000,19130.84000000,19185.87000000,3738.37319000
2022-06-19 22:00:00,19185.86000000,19514.14000000,19156.22000000,19472.24000000,3052.85422000
2022-06-19 23:00:00,19472.24000000,19945.88000000,19327.44000000,19824.97000000,6738.79065000
2022-06-20 00:00:00,19824.96000000,19872.18000000,19350.08000000,19520.84000000,3797.28877000
2022-06-20 01:00:00,19521.68000000,19597.64000000,19388.82000000,19445.99000000,2006.14140000
2022-06-20 02:00:00,19445.60000000,20263.29000000,19413.44000000,20254.52000000,4671.57279000
2022-06-20 03:00:00,20254.52000000,20344.91000000,19840.93000000,20124.08000000,7907.43097000
2022-06-20 04:00:00,20124.07000000,20716.25000000,20050.47000000,20639.48000000,7750.16027000
2022-06-20 05:00:00,20639.48000000,20660.44000000,20287.00000000,20395.64000000,3042.38225000
2022-06-20 06:00:00,20395.63000000,20815.95000000,20313.00000000,20695.22000000,5281.10582000
2022-06-20 07:00:00,20695.22000000,20713.77000000,20412.47000000,20574.00000000,2564.57738000
2022-06-20 08:00:00,20574.00000000,20687.99000000,20056.01000000,20060.39000000,6676.88781000
2022-06-20 09:00:00,20060.40000000,20161.19000000,19637.03000000,19795.52000000,6402.80583000
2022-06-20 10:00:00,19795.53000000,20117.77000000,19670.74000000,19946.18000000,4536.73322000
2022-06-20 11:00:00,19946.17000000,20197.28000000,19854.68000000,19980.49000000,3460.46218000
2022-06-20 12:00:00,19980.49000000,20182.02000000,19813.30000000,19857.89000000,2617.58341000
2022-06-20 13:00:00,19857.90000000,20118.36000000,19776.58000000,20107.81000000,3089.50205000
2022-06-20 14:00:00,20107.81000000,20258.29000000,19925.00000000,20140.04000000,3200.58837000
2022-06-20 15:00:00,20140.05000000,20158.83000000,19876.01000000,20086.63000000,2916.22251000
2022-06-20 16:00:00,20086.62000000,20658.70000000,20023.14000000,20568.22000000,7842.38410000
2022-06-20 17:00:00,20568.23000000,21022.00000000,20475.61000000,20652.36000000,8080.57311000
2022-06-20 18:00:00,20652.36000000,20990.00000000,20468.10000000,20884.11000000,6728.53150000
2022-06-20 19:00:00,20884.10000000,20962.65000000,20677.57000000,20801.79000000,4211.13317000
2022-06-20 20:00:00,20801.79000000,20820.00000000,20364.33000000,20555.68000000,5277.13120000
2022-06-20 21:00:00,20555.67000000,20715.88000000,20385.15000000,20525.56000000,5481.97965000
2022-06-20 22:00:00,20525.55000000,20931.00000000,20509.99000000,20845.95000000,4241.64368000
2022-06-20 23:00:00,20845.94000000,21090.00000000,20571.86000000,20824.74000000,5540.16717000
2022-06-21 00:00:00,20824.74000000,20832.82000000,20206.11000000,20280.93000000,4318.62869000
2022-06-21 01:00:00,20280.93000000,20450.00000000,19967.01000000,19977.60000000,4743.31651000
2022-06-21 02:00:00,19977.59000000,20110.84000000,19832.95000000,20046.43000000,3985.97749000
2022-06-21 03:00:00,20046.44000000,20200.00000000,19886.27000000,20072.81000000,3505.19992000
2022-06-21 04:00:00,20072.80000000,20529.74000000,20001.53000000,20455.54000000,3338.66721000
2022-06-21 05:00:00,20455.55000000,20633.88000000,20320.13000000,20418.45000000,2677.15009000
2022-06-21 06:00:00,20418.44000000,20582.25000000,20251.59000000,20489.62000000,3061.36499000
2022-06-21 07:00:00,20489.62000000,20784.77000000,20378.22000000,20573.89000000,3094.30768000
2022-06-21 08:00:00,20573.90000000,20705.74000000,20396.77000000,20672.30000000,4235.77392000
2022-06-21 09:00:00,20672.30000000,20783.99000000,20504.89000000,20670.88000000,3892.91412000
2022-06-21 10:00:00,20670.87000000,20699.93000000,20348.40000000,20433.49000000,2876.88928000
2022-06-21 11:00:00,20433.49000000,20665.26000000,20365.00000000,20614.04000000,3306.77018000
2022-06-21 12:00:00,20614.04000000,20740.72000000,20474.41000000,20656.17000000,2925.33542000
2022-06-21 13:00:00,20656.17000000,21029.93000000,20621.14000000,20890.77000000,6516.65611000
2022-06-21 14:00:00,20890.77000000,21202.00000000,20890.77000000,21192.08000000,6114.51662000
2022-06-21 15:00:00,21192.08000000,21333.00000000,20952.46000000,21120.28000000,5433.40262000
2022-06-21 16:00:00,21120.28000000,21500.01000000,21051.25000000,21356.32000000,6241.36801000
2022-06-21 17:00:00,21356.32000000,21470.00000000,21166.94000000,21200.00000000,4961.57496000
2022-06-21 18:00:00,21200.01000000,21307.83000000,21061.54000000,21299.27000000,3982.47578000
2022-06-21 19:00:00,21299.02000000,21361.03000000,20911.13000000,20962.42000000,4685.42524000
2022-06-21 20:00:00,20962.42000000,21163.24000000,20853.36000000,21106.20000000,5596.26303000
2022-06-21 21:00:00,21106.19000000,21650.00000000,20995.64000000,21619.31000000,8667.59080000
2022-06-21 22:00:00,21619.31000000,21723.00000000,21427.82000000,21590.79000000,6295.02429000
2022-06-21 23:00:00,21590.79000000,21604.27000000,21339.07000000,21392.19000000,3809.54622000
2022-06-22 00:00:00,21392.18000000,21550.39000000,21355.77000000,21401.52000000,2422.14785000
2022-06-22 01:00:00,21401.52000000,21457.82000000,21195.70000000,21242.94000000,3755.82919000
2022-06-22 02:00:00,21242.93000000,21256.99000000,21076.48000000,21100.01000000,2820.40675000
2022-06-22 03:00:00,21100.00000000,21306.51000000,20870.01000000,20888.64000000,4015.33528000
2022-06-22 04:00:00,20888.63000000,20987.38000000,20666.00000000,20859.86000000,4442.87596000
2022-06-22 05:00:00,20859.86000000,21054.99000000,20808.00000000,20972.91000000,1813.56236000
2022-06-22 06:00:00,20972.91000000,21003.70000000,20741.03000000,20897.00000000,2945.61650000
2022-06-22 07:00:00,20897.00000000,20943.17000000,20551.00000000,20723.52000000,2613.77441000
2022-06-22 08:00:00,20723.51000000,20736.68000000,20421.38000000,20587.01000000,4195.85400000
2022-06-22 09:00:00,20587.01000000,20719.21000000,20388.01000000,20411.24000000,3271.91589000
2022-06-22 10:00:00,20411.23000000,20526.67000000,20330.00000000,20466.47000000,3588.32401000
2022-06-22 11:00:00,20466.47000000,20567.60000000,20253.96000000,20317.88000000,2923.22522000
2022-06-22 12:00:00,20317.89000000,20469.50000000,20275.34000000,20435.08000000,2375.99842000
2022-06-22 13:00:00,20435.08000000,20595.42000000,20364.74000000,20368.76000000,2740.16317000
2022-06-22 14:00:00,20368.77000000,20450.99000000,19950.34000000,20112.97000000,5405.35939000
2022-06-22 15:00:00,20112.97000000,20249.71000000,19966.62000000,20099.62000000,3610.85035000
2022-06-22 16:00:00,20099.62000000,20257.00000000,20038.85000000,20235.07000000,2234.15756000
2022-06-22 17:00:00,20235.06000000,20499.90000000,20232.29000000,20428.56000000,4035.91694000
2022-06-22 18:00:00,20428.57000000,20550.00000000,20357.14000000,20419.23000000,2897.44157000
2022-06-22 19:00:00,20419.24000000,20676.70000000,20399.01000000,20506.30000000,3047.62939000
2022-06-22 20:00:00,20506.30000000,20573.37000000,20106.06000000,20365.50000000,4105.11750000
2022-06-22 21:00:00,20365.49000000,20772.61000000,20235.08000000,20723.95000000,6458.44579000
2022-06-22 22:00:00,20723.95000000,20900.00000000,20640.00000000,20693.98000000,5897.88574000
2022-06-22 23:00:00,20693.98000000,20702.79000000,20035.54000000,20080.10000000,7307.38353000
2022-06-23 00:00:00,20080.85000000,20345.76000000,19840.86000000,20322.73000000,7406.84975000
2022-06-23 01:00:00,20322.72000000,20380.00000000,20150.00000000,20267.42000000,3395.33844000
2022-06-23 02:00:00,20267.43000000,20378.47000000,20200.00000000,20218.15000000,2284.80699000
2022-06-23 03:00:00,20218.15000000,20266.32000000,19913.00000000,20117.34000000,3269.37855000
2022-06-23 04:00:00,20117.34000000,20239.87000000,19770.51000000,19879.97000000,4765.55052000
2022-06-23 05:00:00,19879.98000000,20064.67000000,19831.19000000,20005.30000000,2198.46208000
2022-06-23 06:00:00,20005.30000000,20169.09000000,19918.31000000,20103.32000000,2537.37762000
2022-06-23 07:00:00,20103.32000000,20139.53000000,19960.51000000,19987.99000000,2180.54696000
2022-06-23 08:00:00,19988.00000000,20510.00000000,19890.07000000,20419.14000000,6421.67625000
2022-06-23 09:00:00,20419.15000000,20612.22000000,20339.13000000,20375.49000000,3802.15465000
2022-06-23 10:00:00,20375.48000000,20492.01000000,20347.63000000,20363.00000000,2020.62660000
2022-06-23 11:00:00,20363.01000000,20376.72000000,20211.43000000,20213.79000000,2119.20217000
2022-06-23 12:00:00,20213.78000000,20394.99000000,20168.26000000,20357.17000000,2352.45447000
2022-06-23 13:00:00,20357.17000000,20474.36000000,20273.90000000,20349.16000000,2112.42225000
2022-06-23 14:00:00,20349.16000000,20657.14000000,20303.76000000,20548.51000000,3804.93360000
2022-06-23 15:00:00,20548.52000000,20623.87000000,20424.98000000,20461.83000000,2756.88456000
2022-06-23 16:00:00,20461.83000000,20659.46000000,20454.32000000,20576.66000000,2809.73259000
2022-06-23 17:00:00,20576.65000000,20785.52000000,20488.02000000,20746.40000000,4890.13334000
2022-06-23 18:00:00,20746.40000000,20812.12000000,20662.53000000,20699.54000000,4049.45026000
2022-06-23 19:00:00,20699.54000000,20719.69000000,20591.53000000,20638.79000000,2452.72447000
2022-06-23 20:00:00,20638.89000000,20829.21000000,20493.21000000,20563.48000000,4373.01444000
2022-06-23 21:00:00,20563.48000000,20653.80000000,20365.13000000,20459.94000000,3975.16430000
2022-06-23 22:00:00,20459.94000000,20615.94000000,20397.59000000,20609.71000000,3297.57809000
2022-06-23 23:00:00,20609.71000000,20615.93000000,20287.41000000,20351.91000000,3125.64992000
2022-06-24 00:00:00,20351.91000000,20366.98000000,20211.66000000,20284.28000000,2579.20894000
2022-06-24 01:00:00,20284.28000000,20395.08000000,20170.00000000,20319.32000000,2189.46222000
2022-06-24 02:00:00,20319.32000000,20456.00000000,20288.91000000,20431.92000000,2165.97677000
2022-06-24 03:00:00,20431.92000000,20945.55000000,20390.82000000,20910.06000000,6133.33473000
2022-06-24 04:00:00,20910.06000000,21123.00000000,20743.75000000,20815.25000000,5020.87077000
2022-06-24 05:00:00,20815.26000000,20852.44000000,20672.72000000,20687.76000000,1717.53633000
2022-06-24 06:00:00,20687.75000000,21233.00000000,20683.20000000,20991.75000000,6352.96759000
2022-06-24 07:00:00,20991.75000000,21203.70000000,20975.88000000,21110.13000000,2603.92785000
2022-06-24 08:00:00,21110.12000000,21199.88000000,20973.68000000,21007.18000000,3083.07263000
2022-06-24 09:00:00,21007.18000000,21183.78000000,20985.14000000,21047.60000000,2403.56962000
2022-06-24 10:00:00,21047.59000000,21369.85000000,21015.14000000,21173.46000000,3640.16248000
2022-06-24 11:00:00,21173.47000000,21277.50000000,21040.00000000,21073.73000000,2433.55824000
2022-06-24 12:00:00,21073.73000000,21154.62000000,20983.01000000,21050.15000000,2355.51277000
2022-06-24 13:00:00,21050.15000000,21168.13000000,20864.84000000,20910.89000000,2563.26841000
2022-06-24 14:00:00,20910.89000000,20962.17000000,20780.59000000,20842.16000000,2581.91419000
2022-06-24 15:00:00,20842.16000000,21000.59000000,20736.72000000,20913.72000000,3744.70567000
2022-06-24 16:00:00,20913.73000000,21094.00000000,20900.00000000,21053.33000000,2464.14621000
2022-06-24 17:00:00,21053.33000000,21077.12000000,20745.01000000,20824.99000000,2494.24302000
2022-06-24 18:00:00,20824.99000000,21000.30000000,20792.59000000,20995.36000000,2054.89951000
